ID,Name,Maths,Science,English,Total
S721,Susan Greenfeld,27,62,99,188
S722,Carroll Schlueter,35,47,100,182
S723,David Brewster,69,88,34,191
S724,Eddie Bordner,10,15,52,77
S725,David Vause,72,92,25,189
S726,Arnold Keegan,69,99,2,170
S727,Celena Harrell,33,36,42,111
S728,Joseph Manz,95,17,29,141
S729,Jonathan Hughes,35,82,85,202
S730,Holly Roye,69,96,97,262
S731,Tonya Zeigler,61,66,82,209
S732,Kathryn Williemae,17,25,76,118
S733,Jamie Alto,43,83,29,155
S734,Myriam Edwards,52,95,63,210
S735,Audrey Guzman,86,81,58,225
S736,Marissa Rifenbark,3,53,51,107
S737,Nina Copeland,9,96,47,152
S738,Sherry Ogawa,85,35,24,144
S739,Nelda Mattern,72,51,20,143
S740,Ruth Martin,75,0,79,154
S741,Charlie Foley,77,0,9,86
S742,Kathryn Graves,100,82,60,242
S743,Jerri Freedman,58,78,10,146
S744,William Velasco,56,37,53,146
S745,Ronnie Chaisson,70,28,51,149
S746,Ronda Anderson,85,58,35,178
S747,Sally Vilain,66,31,98,195
S748,Frank Mcghee,93,15,23,131
S749,Wallace Lona,87,20,51,158
S750,Sherman Parker,79,78,77,234
S751,Susan Greenberg,88,18,60,166
S752,Jose Jordon,53,10,30,93
S753,Georgia Renfro,17,61,4,82
S754,Kristofer Fernandez,43,10,83,136
S755,Catherine Su,81,63,38,182
S756,Derek Perez,75,69,63,207
S757,Noel Matton,41,93,4,138
S758,Paul Simonson,71,39,21,131
S759,Stanley Debois,74,38,36,148
S760,Carlos Jaculina,93,88,25,206
S761,Maurice Mcintire,64,29,94,187
S762,Danielle Meyers,97,27,10,134
S763,Kelli Evans,60,88,77,225
S764,Jay Lam,16,77,90,183
S765,Robert Vanwagoner,20,8,67,95
S766,Thurman Dafonte,34,40,14,88
S767,Lillian Oakley,6,84,47,137
S768,Tillie Hattley,62,4,76,142
S769,Zachery Skeen,82,51,71,204
S770,Jeanne Arndt,31,26,85,142
S771,Judy Curly,14,70,32,116
S772,Bruce Hendricks,39,47,68,154
S773,Renee Hao,35,13,68,116
S774,James Williams,81,15,35,131
S775,Teresa Patterson,57,95,57,209
S776,Susan Youngman,13,79,49,141
S777,Harold Abeles,76,98,83,257
S778,Tammie Jackson,14,74,33,121
S779,Thomas Kelleher,21,38,37,96
S780,Rachel Perrella,76,57,71,204
S781,Diane Fernandez,71,48,99,218
S782,Lynn Perez,49,95,0,144
S783,Steven Shearer,70,56,99,225
S784,George Nesbit,59,2,95,156
S785,Ronnie Queen,66,59,36,161
S786,Fred Travers,84,39,12,135
S787,Tricia Rucker,66,68,98,232
S788,Helen Washington,69,90,39,198
S789,Steven Saraf,32,65,90,187
S790,William Costello,97,17,34,148
S791,Tammy Galioto,53,39,41,133
S792,James Meese,71,6,84,161
S793,Thomas Burke,93,58,80,231
S794,Daniel Hill,92,54,18,164
S795,Victor Underland,55,77,52,184
S796,John Syers,70,4,68,142
S797,Joseph Liles,86,86,68,240
S798,Frederick Montgomery,51,64,37,152
S799,Frank Shoup,61,84,56,201
S800,James Goehner,37,72,48,157
S801,Michael Mcginnis,91,49,98,238
S802,Johnnie Simmons,6,93,68,167
S803,Jorge Ludwig,80,53,46,179
S804,William Nordhoff,19,71,45,135
S805,Erica Thruman,24,83,27,134
S806,Leta Rainey,70,98,30,198
S807,Juan Sierra,43,28,31,102
S808,Audrey Cloninger,49,5,42,96
S809,Debbie Arriola,78,81,15,174
S810,Wayne Ellis,25,61,98,184
S811,Julie Soto,45,51,53,149
S812,Paula Valencia,36,85,86,207
S813,Karen Rowan,99,80,1,180
S814,David Hodson,32,45,2,79
S815,Elaine Bruno,33,52,29,114
S816,Hector Vargas,81,19,86,186
S817,David Whitley,78,22,71,171
S818,Oscar Mcdonald,9,45,79,133
S819,Colene Itson,41,5,76,122
S820,Chris Paris,88,92,93,273
S821,Alberto Padilla,4,74,97,175
S822,Agnes Stedman,55,39,56,150
S823,Robert Wilson,18,97,89,204
S824,Amanda Rybka,43,47,62,152
S825,Gertrude Owens,18,32,86,136
S826,John Keeton,56,83,65,204
S827,James Phillips,26,66,58,150
S828,Debbie Correa,98,20,41,159
S829,Michael Kitchen,87,40,58,185
S830,Dennis Hartmann,46,24,25,95
S831,Lynn Micheau,37,84,95,216
S832,William Barlow,0,75,62,137
S833,Haley Garnett,66,76,17,159
S834,Wesley Croom,57,44,91,192
S835,Laura Delang,46,53,59,158
S836,Cheryl Hayes,22,32,60,114
S837,Greg Lapierre,54,28,21,103
S838,Gertrude Griggs,98,4,84,186
S839,Olivia Griffin,96,73,12,181
S840,Teresa Coleman,88,49,52,189
S841,Dion Harper,96,10,89,195
S842,Irma Cartwright,83,80,53,216
S843,Lloyd Fox,81,25,34,140
S844,Marcos Smith,94,80,2,176
S845,Bruno Larkin,100,29,52,181
S846,David Haworth,45,40,2,87
S847,Charles Desorcy,8,93,56,157
S848,Doris Kidder,63,90,92,245
S849,Louise Macvane,100,92,64,256
S850,Brenda Oglesby,57,55,30,142
S851,Dawn Swanson,68,83,38,189
S852,Peter Valadez,62,99,10,171
S853,Stephen Nixon,60,22,82,164
S854,Virginia Smith,70,83,12,165
S855,Misty Sanchez,2,16,26,44
S856,Paul Bowers,93,32,9,134
S857,Ulrike Motley,65,86,0,151
S858,Rebecca Iniguez,43,0,59,102
S859,Kerry Taylor,48,25,46,119
S860,Amy Lawrence,33,88,62,183
S861,Randy Boucher,81,21,82,184
S862,Numbers Ehrhart,55,2,77,134
S863,Lorenzo Smith,81,84,63,228
S864,William Hronick,54,80,45,179
S865,Mark Griffin,75,91,63,229
S866,Jonathan Mohamed,80,64,11,155
S867,Steven Lee,35,2,36,73
S868,Philip Dumas,5,21,81,107
S869,Howard Stanfa,19,68,42,129
S870,Douglas Carroll,88,16,36,140
S871,Anne Hobbs,41,76,52,169
S872,Kenneth Callahan,73,36,54,163
S873,Dee Sandoval,16,61,51,128
S874,Courtney Kassin,30,65,67,162
S875,Jonathan Stephenson,40,93,10,143
S876,Laura Ascolese,13,41,37,91
S877,Judy Stewart,15,91,67,173
S878,Norma Borden,4,90,2,96
S879,Julian Pagel,28,17,16,61
S880,Stephen Shropshire,33,11,14,58
S881,Martin Caudle,15,30,43,88
S882,Richard Smith,19,20,45,84
S883,Sarah Arias,100,9,45,154
S884,Amanda Novak,75,23,39,137
S885,James Dyer,9,77,97,183
S886,Ying Stanford,74,31,100,205
S887,Della Macdowell,1,13,61,75
S888,Kim Trent,44,81,30,155
S889,Corey Scholz,42,25,17,84
S890,Ramon Alexander,4,27,89,120
S891,Brittany Cacy,23,66,60,149
S892,Vanessa Dalton,2,14,18,34
S893,Gerardo Brooks,30,35,59,124
S894,Luz Darnell,44,82,12,138
S895,Donald Reyes,76,31,10,117
S896,Calvin Wright,25,76,63,164
S897,Patrick Gresham,45,64,79,188
S898,Warren Lange,18,62,8,88
S899,Debbie Larrivee,15,65,73,153
S900,Rebecca Roca,24,89,73,186
S901,Patricia Hite,97,81,53,231
S902,Nancy Jones,38,18,84,140
S903,Jennifer Seling,65,2,46,113
S904,Kevin Meyer,63,49,18,130
S905,Benjamin Clark,82,6,36,124
S906,Terrell Geisler,45,68,56,169
S907,Minerva Mcguffin,51,42,34,127
S908,Winston Archambault,11,1,89,101
S909,Edmund Kirkland,51,47,41,139
S910,David Cuthill,99,28,21,148
S911,Darnell Lanzi,64,18,92,174
S912,Tony Brown,33,73,55,161
S913,Anthony Hughes,1,51,69,121
S914,Anne Osborne,17,97,78,192
S915,Philip Haley,96,17,91,204
S916,Tommy Lamb,50,81,30,161
S917,James Lewis,13,64,84,161
S918,John Simcox,73,78,52,203
S919,Julie Harris,74,58,60,192
S920,Dolores Sison,7,46,37,90
S921,Jeanette Cole,82,32,31,145
S922,Nicholas Rogers,92,99,79,270
S923,Penny Morton,27,92,41,160
S924,Lois Ruthledge,63,12,98,173
S925,Juanita Sanchez,17,8,62,87
S926,Ramon Ferrara,28,41,97,166
S927,Hyman Gates,30,37,74,141
S928,Jose Towery,40,13,77,130
S929,Lise Tubbs,25,3,72,100
S930,Richard Edwards,82,7,5,94
S931,Shannon Kirkpatrick,23,33,45,101
S932,Rheba Martin,43,55,65,163
S933,Jose Bussen,57,5,10,72
S934,Evelyn Kistler,54,88,33,175
S935,Brenda Vella,9,3,9,21
S936,Myrtle Graham,93,50,49,192
S937,Tina Kaya,83,13,85,181
S938,Melvin Wood,64,9,36,109
S939,Wilda Balmer,78,12,27,117
S940,Stephanie Finch,27,97,56,180
S941,Donna Gatling,1,12,14,27
S942,Lloyd Gilmour,75,53,22,150
S943,Stanley Claggett,19,21,93,133
S944,Mark Riley,48,85,88,221
S945,Kenneth Williams,76,42,14,132
S946,Lori Vickers,66,51,6,123
S947,Elaine Marks,31,37,95,163
S948,Tracy Stuckey,95,73,44,212
S949,Mary Couture,89,92,33,214
S950,Jennifer Madison,58,38,39,135
S951,Edward Ballard,73,11,10,94
S952,David Pineau,7,84,45,136
S953,Jack Peyton,65,51,61,177
S954,Robert Bell,30,15,39,84
S955,Katharine Martin,5,90,40,135
S956,James Thomas,38,51,30,119
S957,Jacqueline Berry,98,30,29,157
S958,Carlos Gannaway,58,99,46,203
S959,Kathy Northey,78,79,1,158
S960,Maura Waller,23,25,56,104
S961,Dorothy Beatty,56,57,79,192
S962,Teresa Mallory,1,41,92,134
S963,Richard Nagy,77,82,51,210
S964,Ruby King,27,21,12,60
S965,Nettie Smith,39,88,51,178
S966,Peggy Wood,51,80,88,219
S967,Dania Romero,2,58,82,142
S968,Wayne Smith,16,50,3,69
S969,Richard Stpierre,31,5,97,133
S970,Edna Johnson,25,60,57,142
S971,Christin Zuniga,12,25,13,50
S972,Rudy Cooley,44,98,74,216
S973,John Bennett,79,43,27,149
S974,Kevin Estrada,69,83,39,191
S975,Daniel Rasco,83,23,8,114
S976,Alicia Randolph,88,69,32,189
S977,Amanda Jump,10,91,92,193
S978,Karen Jefferson,6,6,93,105
S979,Robert Arrey,48,57,7,112
S980,Lance Maring,99,1,95,195
S981,Linda Ball,10,27,26,63
S982,Josephine Cail,73,81,23,177
S983,Allen Henry,85,79,42,206
S984,Gary Hirkaler,26,26,33,85
S985,Tony Mckinney,15,67,4,86
S986,Elizabeth Leser,99,14,76,189
S987,Junie Whit,97,23,17,137
S988,Mary Smith,52,51,57,160
S989,Tonya Biffle,23,38,23,84
S990,Christopher Richter,38,49,77,164
S991,Helen Fitzpatrick,24,28,60,112
S992,Shayne Fusco,99,67,55,221
S993,Eleanor Diaz,63,79,94,236
S994,Jessie Cooper,20,75,85,180
S995,John Campos,53,91,24,168
S996,Sharla Yerian,30,46,18,94
S997,Carol Hahn,2,58,68,128
S998,Thomas Jackson,73,36,84,193
S999,Debra Britt,44,5,83,132
S1000,Clarence Rivera,8,35,71,114
S1001,Ron Roach,95,48,79,222
S1002,Kara Patterson,12,17,43,72
S1003,James Hancock,56,7,97,160
S1004,Craig Mccarver,75,41,7,123
S1005,Anna Anderson,62,35,16,113
S1006,Susan Coughlin,9,32,68,109
S1007,Rodney Rufe,78,49,57,184
S1008,Blanche Surratt,45,78,44,167
S1009,Denise Pomrenke,28,47,64,139
S1010,Anne Taylor,65,64,47,176
S1011,Jerry Warren,11,69,30,110
S1012,Byron Post,19,50,40,109
S1013,Nathan Bush,50,31,71,152
S1014,Melissa Primm,12,0,82,94
S1015,George Bartos,10,64,65,139
S1016,Betty Randolph,90,36,27,153
S1017,Nicholas Mccann,59,38,86,183
S1018,Gary Foster,37,94,43,174
S1019,John Beckem,13,15,27,55
S1020,John Fisher,88,99,15,202
S1021,Marcy Blenman,93,34,96,223
S1022,Kent Morrison,27,11,21,59
S1023,John Aguirre,69,91,33,193
S1024,Joanna Shelton,53,73,73,199
S1025,Todd Morfin,97,66,39,202
S1026,Ruth Kaufman,69,49,63,181
S1027,Aisha Gardner,1,31,87,119
S1028,Vennie Cuevas,56,9,43,108
S1029,Donna Johnson,33,73,100,206
S1030,John Bauder,64,30,85,179
S1031,Carole Bishop,35,38,38,111
S1032,Abraham Snyder,46,70,94,210
S1033,Edward Avery,14,38,30,82
S1034,Timothy Harvey,64,80,37,181
S1035,Gregory Nitta,20,42,52,114
S1036,Jasmine Esters,78,64,34,176
S1037,Thomas Radley,95,32,48,175
S1038,Richard Hughes,20,15,82,117
S1039,Harold Morgan,65,9,7,81
S1040,Ana Adams,28,95,55,178
S1041,Olivia Bond,16,5,55,76
S1042,Agustin Monroy,20,25,32,77
S1043,Peter Urban,9,57,91,157
S1044,Warren Ray,85,66,82,233
S1045,Melissa Stallsworth,53,10,43,106
S1046,Elizabeth Newsome,74,14,3,91
S1047,Maria Mcallister,97,67,47,211
S1048,Rebecca Vida,53,35,39,127
S1049,Chris Benavides,31,20,54,105
S1050,Kyle Stanley,29,47,76,152
S1051,Dean Smith,91,76,20,187
S1052,Sharon Bergin,2,74,98,174
S1053,David Boatright,44,14,92,150
S1054,Lilly Overstreet,53,62,90,205
S1055,Faye Patrick,1,46,62,109
S1056,Michael Peatross,18,91,8,117
S1057,Joseph Heinemann,15,80,84,179
S1058,Lana Callan,69,69,97,235
S1059,Beverly Oshita,79,77,11,167
S1060,Patricia Allen,62,66,3,131
S1061,David Walters,0,98,87,185
S1062,Emily Butler,74,30,96,200
S1063,Donna Jefferson,48,88,91,227
S1064,Bessie Quinonez,97,77,47,221
S1065,David Simon,90,46,34,170
S1066,Albert Pace,64,95,38,197
S1067,Evelyn Scott,67,1,87,155
S1068,Joseph Blakemore,15,81,16,112
S1069,Agnes Dartez,0,49,93,142
S1070,Shannon Riseden,59,58,1,118
S1071,Amanda Wellman,90,67,32,189
S1072,Kevin Robles,19,66,31,116
S1073,Lisa Hewitt,38,99,100,237
S1074,Connie Denny,52,31,39,122
S1075,Ada Hausler,12,70,18,100
S1076,Melissa Miller,72,23,26,121
S1077,Lauren Holtsclaw,99,95,65,259
S1078,Mike Roose,28,61,50,139
S1079,Miguel Daly,6,3,4,13
S1080,Angela Daniels,68,49,0,117
S1081,Rufus Lanza,84,58,92,234
S1082,Kimberly Valentino,48,98,71,217
S1083,John Creed,37,75,50,162
S1084,Chris Moore,69,23,61,153
S1085,Paul Kendal,28,16,93,137
S1086,Eddie Ortiz,9,2,97,108
S1087,Edna Furlow,11,77,91,179
S1088,Brian Haggard,85,84,56,225
S1089,Darrell Lusher,47,31,39,117
S1090,Gisela Kennedy,5,42,74,121
S1091,Carole Lopez,49,88,76,213
S1092,Brian Myers,21,19,67,107
S1093,George Barron,54,78,18,150
S1094,Steven Dominguez,94,50,5,149
S1095,Melissa Wiley,50,14,19,83
S1096,Elizabeth Rogers,53,33,23,109
S1097,Brian Newman,72,66,0,138
S1098,Troy Ridenhour,93,6,57,156
S1099,Charles Shimmin,32,93,98,223
S1100,Aaron Omar,47,79,48,174
S1101,Rebecca Mcclung,56,98,89,243
S1102,Denise Carbone,50,77,89,216
S1103,Anthony Barajas,93,52,61,206
S1104,Lucille Odonell,17,93,75,185
S1105,Thelma Semmes,62,15,79,156
S1106,Patricia Bain,71,41,4,116
S1107,Dexter Lilly,60,68,24,152
S1108,Eric Blake,9,21,53,83
S1109,Jesse Numbers,2,47,38,87
S1110,Nancy Clay,58,19,14,91
S1111,Kelley Chan,10,13,55,78
S1112,Albert Cada,100,20,9,129
S1113,Lynne Myles,67,93,75,235
S1114,Jacob Mai,31,97,27,155
S1115,Darcy Sattler,36,84,9,129
S1116,Eva Staten,16,98,46,160
S1117,Ronald Schwartz,74,50,31,155
S1118,William Zuber,2,93,78,173
S1119,Lajuana Lehn,72,30,57,159
S1120,Alejandro Sartin,75,82,72,229
S1121,Latoya Cunningham,52,48,25,125
S1122,Daniel Hulslander,94,22,5,121
S1123,Nathan Renfro,95,75,91,261
S1124,Roger Horn,20,23,76,119
S1125,Carol Stamey,85,44,86,215
S1126,Stella Mccormick,3,0,49,52
S1127,Natalia Barrow,85,45,71,201
S1128,Judy Lopez,25,59,59,143
S1129,Heather Schwendinger,60,71,24,155
S1130,Emily Phillips,39,31,68,138
S1131,Charles Simpson,18,30,33,81
S1132,Mark Cole,52,96,5,153
S1133,Gina Urick,90,75,40,205
S1134,Arthur Hay,57,16,33,106
S1135,Kevin Beavers,50,66,89,205
S1136,Steven English,43,99,75,217
S1137,Holly Bauer,45,92,86,223
S1138,Donald Cook,39,68,26,133
S1139,Christopher Robinson,64,21,13,98
S1140,Leticia Hendley,68,87,44,199
S1141,Heidi Mraz,47,99,23,169
S1142,Judy Scuderi,90,55,67,212
S1143,Mirta Collins,33,25,88,146
S1144,Bobbie Hayden,41,29,87,157
S1145,Jeffrey Jordan,33,97,28,158
S1146,Robert Mattocks,47,97,5,149
S1147,Benny Perry,75,20,55,150
S1148,Patricia Jenkins,88,66,51,205
S1149,Wilson Luse,61,100,91,252
S1150,Linda Krouse,65,13,31,109
S1151,Rhonda Hernandez,96,71,49,216
S1152,Kristopher Martin,2,99,93,194
S1153,Karen Robertson,56,64,30,150
S1154,John Mosher,18,66,3,87
S1155,Logan Hambrick,49,74,91,214
S1156,Vicki Nett,94,36,2,132
S1157,Damon Goodwin,38,23,42,103
S1158,Patricia Mercedes,24,25,3,52
S1159,Adam Fink,48,94,98,240
S1160,Norman Stevens,66,64,48,178
S1161,Brian Krebs,23,56,93,172
S1162,Rose Mobilia,59,31,3,93
S1163,Luis Vanduzer,85,75,61,221
S1164,Curtis Vaughn,0,44,76,120
S1165,Wilfred Lahay,52,91,65,208
S1166,Mable Baker,95,34,21,150
S1167,Paul Jorgenson,19,28,74,121
S1168,Laura Crislip,44,89,68,201
S1169,Maria Scriven,66,5,28,99
S1170,Susan Howard,61,71,45,177
S1171,Thomas Hooper,41,73,65,179
S1172,Kimberly Shaw,4,10,32,46
S1173,Willard Gama,15,33,35,83
S1174,Beverly Bally,43,98,75,216
S1175,Alice Canevari,24,37,98,159
S1176,Robert Sanchez,46,45,13,104
S1177,Rose Crawford,30,41,37,108
S1178,Stephen Espada,3,3,58,64
S1179,Betty Nelson,84,53,37,174
S1180,Richard Hiller,5,65,5,75
S1181,Noah Guy,53,84,1,138
S1182,Socorro Sills,35,33,90,158
S1183,Jamie Snyder,8,63,44,115
S1184,Edward Raby,49,95,83,227
S1185,Frank Kelly,50,92,82,224
S1186,Juan Wilson,50,82,25,157
S1187,Helen Jacobson,64,2,77,143
S1188,Sylvester Mcnamara,90,66,25,181
S1189,Jared Brinkley,70,89,70,229
S1190,Loretta Burchell,65,38,55,158
S1191,Dixie Mullins,87,28,80,195
S1192,Anna Henderson,69,86,69,224
S1193,Robert Foxx,29,5,12,46
S1194,Kenneth Lawson,18,75,72,165
S1195,Sharon Michaels,90,77,19,186
S1196,Scott Guadalupe,60,69,5,134
S1197,Lorrie Juarez,62,87,50,199
S1198,John Boucher,45,10,35,90
S1199,Edgar Gomez,86,21,61,168
S1200,Barbra Perez,20,21,66,107
S1201,Jordan Carmichael,43,52,25,120
S1202,Barbara Padilla,61,5,95,161
S1203,Aja Daniel,14,87,8,109
S1204,Colby Rubens,69,64,34,167
S1205,Marjorie Palumbo,67,19,91,177
S1206,Angela Johnson,86,45,37,168
S1207,Sheila Alvarado,55,71,78,204
S1208,Richard Bronson,81,37,15,133
S1209,Susan Corcoran,29,24,54,107
S1210,Carmen Mendoza,46,35,12,93
S1211,Christine Samuel,35,67,89,191
S1212,Barbara Etsitty,55,27,29,111
S1213,Brian Montgomery,54,87,11,152
S1214,Todd Marquez,73,84,27,184
S1215,Alexis Raterman,100,75,75,250
S1216,Georgia Ulrich,7,82,42,131
S1217,Karen Carron,21,75,80,176
S1218,Emily Korn,46,90,71,207
S1219,Veronica Puma,90,74,52,216
S1220,Billie Langner,17,33,32,82
S1221,Fred Martinez,71,87,62,220
S1222,Beverley Blackmon,91,13,23,127
S1223,Hilda Mckenzie,43,2,16,61
S1224,Dorothy Hartley,25,69,51,145
S1225,Gregory Chamberlain,64,9,77,150
S1226,Catherine Escamilla,44,99,33,176
S1227,Matthew Heard,83,0,15,98
S1228,Janna Lilly,80,45,13,138
S1229,Barbara Samples,99,46,37,182
S1230,Dennis Carmichael,38,90,42,170
S1231,Garrett Steele,34,31,6,71
S1232,Jeffrey Matsumoto,17,91,79,187
S1233,Dorothy Mcalister,84,98,3,185
S1234,Ernest Taylor,87,46,35,168
S1235,Donald Pickhardt,88,66,62,216
S1236,Larry Komsthoeft,99,43,31,173
S1237,Richard Hodak,15,37,46,98
S1238,Christopher Gauze,96,38,25,159
S1239,Bernice Cox,33,50,8,91
S1240,Clark Russo,13,2,40,55
S1241,Steven Gabriel,28,96,25,149
S1242,Kevin Najera,96,52,95,243
S1243,Johnnie Crump,68,37,46,151
S1244,Mary Wagner,34,91,3,128
S1245,Jeffrey Green,73,85,20,178
S1246,Geoffrey Chatterton,39,11,53,103
S1247,Nancy Soto,33,44,31,108
S1248,Mitchell Byrne,60,57,22,139
S1249,Don Hoover,86,36,26,148
S1250,Edward Meginnes,31,31,70,132
S1251,Trent Wheeler,94,95,17,206
S1252,Ronald Garcia,77,66,19,162
S1253,Kyle Bennett,75,97,3,175
S1254,Shannon Choi,99,46,30,175
S1255,Cynthia Gillen,32,66,95,193
S1256,Ryan Harvey,66,33,35,134
S1257,Susan Phillips,76,87,99,262
S1258,Casandra Sonoda,90,89,15,194
S1259,Sharon Gilchrist,57,53,21,131
S1260,Cecil Pharr,84,53,95,232
S1261,Shirley Tomlin,98,14,13,125
S1262,James Cohen,84,86,43,213
S1263,Pedro Dillard,15,11,1,27
S1264,James Patterson,93,71,81,245
S1265,Douglas Thomson,9,9,88,106
S1266,Ashley Cottrill,99,25,48,172
S1267,Raymond Kennedy,6,40,5,51
S1268,Annika Leri,41,66,66,173
S1269,Jesus Starnes,58,17,88,163
S1270,Pamela Davis,78,70,2,150
S1271,Robert Rodriguez,74,95,38,207
S1272,Todd Varnado,61,98,93,252
S1273,Rita Chamblee,52,37,73,162
S1274,Kenneth Garcia,100,35,50,185
S1275,Angela Virkler,9,49,49,107
S1276,German Crosland,8,50,48,106
S1277,Janeen Johnson,11,39,16,66
S1278,Teresa Phillips,34,51,93,178
S1279,Patrick Quattlebaum,21,45,22,88
S1280,Carrie Cassano,26,41,5,72
S1281,Mary Engfer,99,71,5,175
S1282,Joe Elliot,56,13,83,152
S1283,John Ross,86,76,67,229
S1284,Erma Prado,0,91,69,160
S1285,Tammy Chastain,82,0,75,157
S1286,Mark Clift,87,5,38,130
S1287,Rebecca Adleman,94,41,15,150
S1288,Doris Mckeon,66,63,69,198
S1289,Helen Wooten,81,11,60,152
S1290,Timothy Pettner,41,87,82,210
S1291,Roberta London,74,43,94,211
S1292,Therese Lofquist,28,32,37,97
S1293,Robert Savell,71,31,36,138
S1294,Wilfred Simonton,57,30,3,90
S1295,Hugo Symes,35,19,74,128
S1296,Leon Birnbaum,25,40,88,153
S1297,Herbert Morabito,34,64,46,144
S1298,Jeanette Glass,74,47,61,182
S1299,Thomas Crutchfield,9,46,69,124
S1300,Steve Leech,66,82,81,229
S1301,Serafina Leija,37,21,49,107
S1302,Lanny Quadnau,18,45,100,163
S1303,Tammy Brookskennedy,47,33,16,96
S1304,Kristen Hailey,32,12,60,104
S1305,Rodger Connelly,57,42,69,168
S1306,Darrell Rivera,92,2,97,191
S1307,Todd Miner,13,89,77,179
S1308,Sarah Steege,53,91,89,233
S1309,Eleanor Maddrey,73,4,81,158
S1310,Phil Jennings,53,60,15,128
S1311,Martha Williams,76,58,63,197
S1312,Betty Iliff,70,75,52,197
S1313,Naomi Bolin,75,15,98,188
S1314,Michael Benson,62,49,53,164
S1315,Charles Swift,9,17,63,89
S1316,Blanca Gupta,92,19,49,160
S1317,William Leavitt,25,57,7,89
S1318,Jennifer Larson,34,39,71,144
S1319,Peter Bynum,20,65,21,106
S1320,Bryan Dudley,93,44,10,147
S1321,Elizabeth Escamilla,51,46,43,140
S1322,Dustin Hodges,47,12,18,77
S1323,Michael Crews,70,38,46,154
S1324,Barbara Wilson,4,21,81,106
S1325,Mamie Peoples,59,63,26,148
S1326,Jon Borders,6,67,67,140
S1327,Jason Mcilvain,46,90,8,144
S1328,Jason Sisk,84,8,45,137
S1329,Ross Mosley,34,9,8,51
S1330,Mary Martin,42,64,0,106
S1331,Jeri Wells,43,13,87,143
S1332,Jenny Sansom,25,5,28,58
S1333,Ashley Anglea,38,78,62,178
S1334,John Perez,54,68,93,215
S1335,Michele Mitchell,88,42,27,157
S1336,Jose Morris,93,55,54,202
S1337,Virgilio Gordan,51,16,16,83
S1338,Brandon Allen,87,0,93,180
S1339,Miguel Oakley,1,72,26,99
S1340,Carmen Ellenberger,14,49,87,150
S1341,Richard Geisler,99,3,49,151
S1342,Sarah Nelson,2,77,69,148
S1343,Tim Peterson,59,75,81,215
S1344,John Seaberry,51,7,14,72
S1345,Stanley Holbrook,35,78,53,166
S1346,Kelvin Nixon,50,19,96,165
S1347,Charles Lockwood,47,66,93,206
S1348,Robert Umana,2,33,40,75
S1349,Dora Kean,47,69,62,178
S1350,Deborah Port,13,87,70,170
S1351,Sonya Klingenberg,66,88,10,164
S1352,Lettie Claybrook,83,41,24,148
S1353,David Evans,13,12,11,36
S1354,Prudence Butler,34,23,41,98
S1355,Agnes Reynolds,82,47,24,153
S1356,Isaac Holling,96,26,2,124
S1357,Cyril Marquez,1,11,68,80
S1358,Amy Vanzee,19,20,60,99
S1359,Harold White,81,67,28,176
S1360,Bernard Hillian,29,22,52,103
S1361,James Beighley,99,73,100,272
S1362,Peter Marien,26,4,90,120
S1363,Mary Wilson,65,49,95,209
S1364,Susan Hirsch,53,68,21,142
S1365,Jason Westgate,6,42,46,94
S1366,Clara Courtney,49,16,38,103
S1367,Frances Oliverio,17,37,33,87
S1368,Dale Otsuka,56,56,67,179
S1369,Mary Plateroti,93,11,39,143
S1370,Kindra Poirier,39,40,63,142
S1371,Joseph Foote,76,87,47,210
S1372,Linda Day,39,95,62,196
S1373,Anna Buzby,27,67,39,133
S1374,Robby Parker,8,92,39,139
S1375,Matthew Gray,62,91,5,158
S1376,Walter Donelson,18,30,42,90
S1377,Carolyn Smith,60,92,66,218
S1378,Kim Green,97,25,81,203
S1379,Tambra Fields,34,57,57,148
S1380,Christopher Thompson,74,1,11,86
S1381,Patricia Bell,13,33,75,121
S1382,Lisa Nguyen,24,4,47,75
S1383,Zachary Pollina,89,76,89,254
S1384,Aaron Hughes,23,38,56,117
S1385,Mary Beahm,72,83,12,167
S1386,Ana Stephens,47,80,68,195
S1387,Mary Macnaught,37,42,11,90
S1388,Elizabeth Kint,56,100,59,215
S1389,Richard Mayer,85,56,63,204
S1390,Carol Cherry,25,93,68,186
S1391,Mable Dodson,27,9,48,84
S1392,Terrence Frierson,70,44,84,198
S1393,Bobby Washburn,52,43,67,162
S1394,Michael Evans,87,22,93,202
S1395,Charles Peppers,92,5,85,182
S1396,Young Vickers,0,52,74,126
S1397,Zachary Hanson,78,17,44,139
S1398,Barry Grose,78,29,57,164
S1399,Pedro Grimes,14,35,17,66
S1400,Martha Ancheta,42,25,73,140
S1401,Marie Bolding,89,22,70,181
S1402,Danielle Nava,95,94,18,207
S1403,Eddie Witmer,40,23,28,91
S1404,Samuel Barrett,96,73,70,239
S1405,Quyen Brumfield,69,52,76,197
S1406,William Wilson,98,64,32,194
